op;codEntrada;codSaida;descricao;cliente;beneficiamento;setor;pesoUnitario;unidade;valorUnitario
5411;717699;97662A1;PASXFL AP AR AC 8.8 M6X1X35RP22;CISER FIXADORES AUTOMOTIVOS SA;ZN PRETO TRIVALENTE + SELANTE - RA2;ROTATIVO II;0,015;KG;5,95
5412;793A532PB13;793A532PB13;SEM DESCRIÇÃO;ABB ELETRIFICACAO LTDA;DESENGRAXE - MANUAL;RM - DECAPAR; -   ;KG;0
5413;717700;97664A1;PA SX FL AC 8.8 M8X1,25X32 RI;CISER FIXADORES AUTOMOTIVOS SA;ZN IRIDESCENTE TRIVALENTE + SELANTE - RA1;ROTATIVO I;0,025;KG;3,17
5414;717696;97667A1;PA SX FL AC 8.8 M6X1X30,5 RI ZIT;CISER FIXADORES AUTOMOTIVOS SA;ZN IRIDESCENTE TRIVALENTE + SELANTE - RA1;ROTATIVO I;0,0185;KG;3,63
5418;5Z0201515;5Z0201515;BRACADEIRA -CJ.CPL;AETHRA SISTEMAS AUTOMOTIVOS S.A.;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;0,074;PC;1,15
5419;CO4035Z;CO4035Z;TERMINAL AJUSTAVEL TIRANTE  - ESTAMPADO;METAL STAMP COMERCIO E INDUSTRIA LTDA;ZN PRETO TRIVALENTE + SELANTE - EA1;ESTACIONARIO I;0,0629;UN;0
5420;CO2910Z;CO2910Z;OLHAL TIRANTE;METAL STAMP COMERCIO E INDUSTRIA LTDA;ZN PRETO TRIVALENTE + SELANTE - EA1;ESTACIONARIO I;0,0442;UN;0
5421;717540;97666A1;PA SX FL AP 5.8 M5X0,8X50RP24;CISER FIXADORES AUTOMOTIVOS SA;ZN IRIDESCENTE TRIVALENTE + SELANTE - RA1;ROTATIVO I;0,0077;KG;3,63
5422;SB8004Z;SB8004;TAMPA (COPERCHIO) - SOLDADA IAP1000000000;METAL STAMP COMERCIO E INDUSTRIA LTDA;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;0,22;UN;0
5423;717659;97668A1;PA SX FL AC 8.8 UNF 7/16X27 RI ZIT;CISER FIXADORES AUTOMOTIVOS SA;ZN IRIDESCENTE TRIVALENTE + SELANTE - RA1;ROTATIVO I;0,029;KG;2,12
5424;AGUARDANDO TRATAMENTO;AGUARDANDO TRATAMENTO;SEM DESCRIÇÃO;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;AGUARDANDO TRATAMENTO;; -   ;KG;0
5425;AGUARDANDO TRATAMENTO;AGUARDANDO TRATAMENTO;SEM DESCRIÇÃO;CISER FIXADORES AUTOMOTIVOS SA;AGUARDANDO TRATAMENTO;; -   ;KG;0
5428;57214024;57200420;BRACO DE ARTICULAÇÃO LD ESTAMPADO;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;0,381;PC;1,54
5429;57214023;57200419;BRACO DE ARTICULAÇÃO LE ESTAMPADO;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;0,381;PC;0,94
5430;AE020201050CS;52223412;GUIA DE FLUXO SOLDADO;* AETHRA SISTEMAS AUTOMOTIVOS S.A.;ESTANHO AÇO - RM;RM - ESTANHO;0,055;PC;1,01
5432;717816;98218A1;PASD3PJAC M6X1X18;CISER FIXADORES AUTOMOTIVOS SA;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;0,006;KG;3,28
5433;793A532PB13F;793A532PB13F;BIMETAL;ABB ELETRIFICACAO LTDA;DECAPAR E OLEAR - RM;RM - DECAPAR;0,0034;PC;0
5434;PF0P47164-TSU1;SER000281;DELTA PT60-1,24X20X58 LENT;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN IRIDESCENTE TRIVALENTE + DSH - RA1;ROTATIVO I;7,2;KG;30,95
5435;0223.S31010000;0223.S31010000;PORCA SEXTAVADA DE FLANGE M10;NUTEP SA INDUSTRIA METALURGICA;DECAPAR E OLEAR - RM;RM - DECAPAR;0,009;KG;1,12
5437;714992;98259A0;SEM DESCRIÇÃO;CISER FIXADORES AUTOMOTIVOS SA;DECAPAR/OLEAR - FOSFATO;; -   ;KG;1,19
5438;17112897;17112897;SEM DESCRIÇÃO;WEG EQUIPAMENTO ELETRICOS S/A;ESTANHO ALUMINIO - RM;RM - ESTANHO; -   ;UN;100
5439;17112895;17112895;SEM DESCRIÇÃO;WEG EQUIPAMENTO ELETRICOS S/A;ESTANHO ALUMINIO - RM;RM - ESTANHO; -   ;UN;100
5440;57200452;57200452;SEM DESCRIÇÃO;IOCHPE MAXION S/A;AGUARDANDO TRATAMENTO;; -   ;PC;0
5441;793A532P16;793A532P16;SEM DESCRIÇÃO;ABB ELETRIFICACAO LTDA;DESENGRAXE - MANUAL;RM - DECAPAR; -   ;KG;0
5442;717889;98209A1;SEM DESCRIÇÃO;CISER FIXADORES AUTOMOTIVOS SA;FOSFATO DE ZINCO OLEADO - CATERPILLAR;FOSFATO; -   ;KG;0
5443;717734;98211A1;SEM DESCRIÇÃO;CISER FIXADORES AUTOMOTIVOS SA;FOSFATO DE ZINCO OLEADO - CATERPILLAR;FOSFATO; -   ;KG;0
5444;717787;97698A1;SEM DESCRIÇÃO;CISER FIXADORES AUTOMOTIVOS SA;FOSFATO DE ZINCO OLEADO - CATERPILLAR;FOSFATO; -   ;KG;0
5445;717789;97700A1;SEM DESCRIÇÃO;CISER FIXADORES AUTOMOTIVOS SA;FOSFATO DE ZINCO OLEADO - CATERPILLAR;FOSFATO; -   ;KG;0
5446;717756;97660A1;SEM DESCRIÇÃO;CISER FIXADORES AUTOMOTIVOS SA;FOSFATO DE ZINCO OLEADO - CATERPILLAR;FOSFATO; -   ;KG;0
5447;717784;97695A1;SEM DESCRIÇÃO;CISER FIXADORES AUTOMOTIVOS SA;FOSFATO DE ZINCO OLEADO - CATERPILLAR;FOSFATO; -   ;KG;0
5448;717783;97694A1;SEM DESCRIÇÃO;CISER FIXADORES AUTOMOTIVOS SA;FOSFATO DE ZINCO OLEADO - CATERPILLAR;FOSFATO; -   ;KG;0
5449;717732;98203A1;SEM DESCRIÇÃO;CISER FIXADORES AUTOMOTIVOS SA;FOSFATO DE ZINCO OLEADO - CATERPILLAR;FOSFATO; -   ;KG;0
5450;717733;98207A1;SEM DESCRIÇÃO;CISER FIXADORES AUTOMOTIVOS SA;FOSFATO DE ZINCO OLEADO - CATERPILLAR;FOSFATO; -   ;KG;0
5451;717926;98221A1;PAFLHXLT45AC10.9M8-1,25X28;CISER FIXADORES AUTOMOTIVOS SA;ZN NIQUEL PRETO + DSH + SELANTE - RA2;ROTATIVO II;0,0147;KG;7,12
5452;717753;97657A1;SEM DESCRIÇÃO;CISER FIXADORES AUTOMOTIVOS SA;FOSFATO DE ZINCO OLEADO - CATERPILLAR;FOSFATO; -   ;KG;0
5453;717754;97658A1;SEM DESCRIÇÃO;CISER FIXADORES AUTOMOTIVOS SA;FOSFATO DE ZINCO OLEADO - CATERPILLAR;FOSFATO; -   ;KG;0
5454;717779;97690A1;SEM DESCRIÇÃO;CISER FIXADORES AUTOMOTIVOS SA;FOSFATO DE ZINCO OLEADO - CATERPILLAR;FOSFATO; -   ;KG;0
5455;717767;97678A1;SEM DESCRIÇÃO;CISER FIXADORES AUTOMOTIVOS SA;ZN IRIDESCENTE TRIVALENTE + DSH + SELANTE - RA1;ROTATIVO I; -   ;KG;2,48
5456;717770;97681A1;SEM DESCRIÇÃO;CISER FIXADORES AUTOMOTIVOS SA;FOSFATO DE ZINCO OLEADO - CATERPILLAR;FOSFATO; -   ;KG;0
5457;717775;97686A1;SEM DESCRIÇÃO;CISER FIXADORES AUTOMOTIVOS SA;FOSFATO DE ZINCO OLEADO - CATERPILLAR;FOSFATO; -   ;KG;0
5458;717763;97674A1;SEM DESCRIÇÃO;CISER FIXADORES AUTOMOTIVOS SA;ZN IRIDESCENTE TRIVALENTE + DSH + SELANTE - RA1;ROTATIVO I; -   ;KG;2,48
5459;717769;97680A1;SEM DESCRIÇÃO;CISER FIXADORES AUTOMOTIVOS SA;FOSFATO DE ZINCO OLEADO - CATERPILLAR;FOSFATO; -   ;KG;0
5460;717774;97685A1;SEM DESCRIÇÃO;CISER FIXADORES AUTOMOTIVOS SA;ZN IRIDESCENTE TRIVALENTE + DSH + SELANTE - RA1;ROTATIVO I; -   ;KG;2,31
5461;717782;97693A1;SEM DESCRIÇÃO;CISER FIXADORES AUTOMOTIVOS SA;FOSFATO DE ZINCO OLEADO - CATERPILLAR;FOSFATO; -   ;KG;0
5462;717764;97675A1;SEM DESCRIÇÃO;CISER FIXADORES AUTOMOTIVOS SA;FOSFATO DE ZINCO OLEADO - CATERPILLAR;FOSFATO; -   ;KG;0
5463;717762;97673A1;SEM DESCRIÇÃO;CISER FIXADORES AUTOMOTIVOS SA;FOSFATO DE ZINCO OLEADO + DSH;FOSFATO; -   ;KG;0
5464;11079;11079;SEM DESCRIÇÃO;DELTA IND E COM DE PARAF LTDA;FOSFATO DE ZINCO OLEADO;FOSFATO;0,298;UN;0
5465;11121;11121;SEM DESCRIÇÃO;DELTA IND E COM DE PARAF LTDA;FOSFATO DE ZINCO OLEADO;FOSFATO;0,298;UN;0
5466;PF0P47165-TSU1;SER000281;M6-1,0X20,0 SEXTAVADO;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II;6,3;KG;43,39
5467;717759;97670A1;SEM DESCRIÇÃO;CISER FIXADORES AUTOMOTIVOS SA;FOSFATO DE ZINCO OLEADO - CATERPILLAR;FOSFATO; -   ;KG;0
5468;717760;97671A1;SEM DESCRIÇÃO;CISER FIXADORES AUTOMOTIVOS SA;FOSFATO DE ZINCO OLEADO - CATERPILLAR;FOSFATO; -   ;KG;0
5470;0358.R38010000;0358.R38010000;PORCA QUADRADA M10;NUTEP SA INDUSTRIA METALURGICA;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;0,023;KG;0
5471;50016664;50016664;SEM DESCRIÇÃO;WEG EQUIPAMENTO ELETRICOS S/A;ESTANHO COBRE - RM;RM - ESTANHO; -   ;UN;0
5472;717791;98212A1;PADUOFL AC11.9 M10X1,5X20;CISER FIXADORES AUTOMOTIVOS SA;FOSFATO DE ZINCO OLEADO - CATERPILLAR;FOSFATO;0,019;KG;0
5473;717850;98222A0;POSXFLTQ AC C9M6X1;CISER FIXADORES AUTOMOTIVOS SA;ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II;0,0035;KG;6,83
5474;25193195;25193195;REFORÇO C-PILLAR LE COMPLETO 376;IOCHPE MAXION S/A;AGUARDANDO TRATAMENTO;;0,857;PC;0
5475;57301035;57301035;SUPORTE MONTAGEM KNEE;IOCHPE MAXION S/A;DECAPAR/OLEAR - FOSFATO;FOSFATO;0,027;PC;0
5476;7050CC;7050CC;SEM DESCRIÇÃO;DELTA IND E COM DE PARAF LTDA;ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II; -   ;UN;0
5477;15903;15903;SEM DESCRIÇÃO;DELTA IND E COM DE PARAF LTDA;ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II; -   ;UN;0
5478;7083A;7083A;SEM DESCRIÇÃO;DELTA IND E COM DE PARAF LTDA;ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II; -   ;UN;0
5479;7082A;7082A;SEM DESCRIÇÃO;DELTA IND E COM DE PARAF LTDA;ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II; -   ;UN;0
5480;PF0P10270-TSU1;SER00281;M8X1,25(6G)X18 SX FL;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;18,2;KG;55,73
5482;57200583;57200583;SEM DESCRIÇÃO;IOCHPE MAXION S/A;AGUARDANDO TRATAMENTO;; -   ;PC;0
5483;50016890;50016890;SEM DESCRIÇÃO;WEG EQUIPAMENTO ELETRICOS S/A;ESTANHO COBRE - RM;RM - ESTANHO; -   ;UN;0
5484;PF0P62926-TSU1;PF0P62926-TSU1;SEM DESCRIÇÃO;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;AGUARDANDO TRATAMENTO;; -   ;KG;0
5485;718377;98227A0;POSXC8M6X1,06H;CISER FIXADORES AUTOMOTIVOS SA;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;0,0023;KG;3,28
5486;717894;98224A1;PI CL AC 010X24 ZIT;CISER FIXADORES AUTOMOTIVOS SA;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;0,0215;KG;2,06
5487;569B441P4;569B441P4F;HOOK - ESTANHO BRILHANTE - F702D;ABB ELETRIFICACAO LTDA;ESTANHO AÇO - RM;RM - ESTANHO;0,0028;KG;7,14
5488;718398;98230 A1;PASDAC M6X1X10;CISER FIXADORES AUTOMOTIVOS SA;ZN IRIDESCENTE TRIVALENTE - RA1;FOSFATO;0,0045;KG;3,53
5489;AE020230007E;AE020230007;SEM DESCRIÇÃO;* AETHRA SISTEMAS AUTOMOTIVOS S.A.;ESTANHO AÇO - RM;RM - ESTANHO;0,038;PC;0,71
5490;5001857;5001857;2910 G21 PINO OLHAL;RITZ  FERRAMENTAS LTDA;ZN INCOLOR TRIVALENTE + DSH - RA1;ROTATIVO I;0,201;PC;0
5491;5000869;5000869;29810 G17 PINO OLHAL;RITZ  FERRAMENTAS LTDA;ZN INCOLOR TRIVALENTE + DSH - RA1;ROTATIVO I;0,212;PC;0
5492;5003175;5003175;29810 G30 PINO OLHAL;RITZ  FERRAMENTAS LTDA;ZN INCOLOR TRIVALENTE + DSH - RA1;ROTATIVO I;0,773;PC;0
5493;5000001;5000001;29810 P3 PINO OLHAL;RITZ  FERRAMENTAS LTDA;ZN INCOLOR TRIVALENTE + DSH - RA1;ROTATIVO I;0,345;PC;0
5494;5003156;5003156;29810 P29 PINO OLHAL;RITZ  FERRAMENTAS LTDA;ZN INCOLOR TRIVALENTE + DSH - RA1;ROTATIVO I;0,796;PC;0
5495;5000179;5000179;29810-8 PINO OLHAL;RITZ  FERRAMENTAS LTDA;ZN INCOLOR TRIVALENTE + DSH - RA1;ROTATIVO I;0,363;PC;0
5496;5003152;5003152;CORPO DO PINO PARA ADAPTADOR;RITZ  FERRAMENTAS LTDA;ZN INCOLOR TRIVALENTE + DSH - RA1;ROTATIVO I;0,143;PC;0
5497;5000027;5000027;11472 GABARITO PARA TESTES;RITZ  FERRAMENTAS LTDA;ZN INCOLOR TRIVALENTE + DSH - RA1;ROTATIVO I;0,179;PC;0
5498;717849;98223A0;POSXFLTQ AC C9 M6X1 ESQ CH10;CISER FIXADORES AUTOMOTIVOS SA;ZN NIQUEL PRETO + SELANTE - RA2;ROTATIVO II;0,0035;KG;7,63
5499;5003449;5003449;SOQUETE PARA JUGO;RITZ  FERRAMENTAS LTDA;ZN INCOLOR TRIVALENTE + DSH - RA1;ROTATIVO I; -   ;PC;0
5500;CO7178Z;CO7178Z;SUPORTO REAZIONE;METAL STAMP COMERCIO E INDUSTRIA LTDA;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;0,371;UN;0
5501;PF0P47179-TSU1;SER000281;M6X1,00X16,0 CIL PROJ SOLDA;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN IRIDESCENTE TRIVALENTE + SELANTE - RA1;ROTATIVO I;5,8;KG;22,52
5502;PF0P47175-TSU1;SER000281;M6-1,00X12 SEXT FLG;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN PRETO TRIVALENTE + SELANTE - RA2;ROTATIVO II;5;KG;29,56
5503;PF0P47177-TSU1;SER000281;M6-1,00X22 SEXT FLG;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN PRETO TRIVALENTE + SELANTE - RA2;ROTATIVO II;6,7;KG;39,62
5504;PF0P47166-TSU1;SER000281;PINO CILINDRO 8,00X45,50;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;OLEAR - RM;RM - DECAPAR;18,5;KG;1,27
5506;PF0P47173-TSU1;SER000281;M5-0,8X10 CILINDRICO;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN INCOLOR TRIVALENTE + SELANTE - RA1;ROTATIVO I;2,6;KG;10,97
5507;PF0P47180-TSU1;SER000281;PARAFUSO CIL M6-1,0X16;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;DECAPAR E OLEAR - RM;RM - DECAPAR;5,6;KG;7,25
5508;PF0P47181-TSU1;SER000281;PARAF CIL M6-1,0X10;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;DECAPAR E OLEAR - RM;RM - DECAPAR;4,6;KG;5,95
5509;PF0P36152-TSU1;SER000281;BUCHA CILINDRICA M8-1,25X19,0;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;OLEAR - RM;RM - DECAPAR;16,8;KG;14,01
5511;57200596;57200596;SUPORTE NONE;IOCHPE MAXION S/A;ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II;0,046;PC;0
5512;57210004;57200062;DOBRADICA FIXA  OLHAL SOLDADO LE 178;IOCHPE MAXION S/A;ZN INCOLOR TRIVALENTE - EA1;ESTACIONARIO I;0,268;PC;0
5513;57200433;57200433;SEM DESCRIÇÃO;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I; -   ;PC;0
5514;PF0P47152-TSU1;SER00281;M6-1,0X20,0SXFL;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN NIQUEL INCOLOR + SELANTE + TORQUE - RA2;ROTATIVO II;8,6;KG;57,13
5515;PF0P61542-TSU1;SER00281;M8-1,25X16;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;AGUARDANDO TRATAMENTO;; -   ;KG;0
5516;PF0P47185-TSU1;SER00281;M6-1,0X15 CIL SD;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;DECAPAR E OLEAR - RM;RM - DECAPAR;5;KG;6,35
5517;PF0P47186-TSU1;SER00281;M6-1,0X15 CIL SD;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;DECAPAR E OLEAR - RM;RM - DECAPAR;0,0049;KG;6,35
5518;PF0P47184-TSU1;SER00281;M6-1,0X20 CIL SD;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;5,8;KG;20,29
5519;15671;15671;POSXCL5 M8;DELTA IND E COM DE PARAF LTDA;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;0,004;PC;0,77
5520;959;959;ARR LISA 125 M8;DELTA IND E COM DE PARAF LTDA;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;0,023;PC;5
5521;714921;97599A1;PA SD AC M6X1X27,85 MPOINT;CISER FIXADORES AUTOMOTIVOS SA;ZN IRIDESCENTE TRIVALENTE + TORQUE - RA1;ROTATIVO I;0,007;KG;3,83
5522;PF0P67113-TSU1;SER00281;M10-1,25-6GX55 SX;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN INCOLOR TRIVALENTE + DSH + SELANTE - RA1;ROTATIVO I;46,8;KG;114,58
5523;57301462;57301462;TRAVESSA POST. TETO;IOCHPE MAXION S/A;AGUARDANDO TRATAMENTO;;0,656;PC;0
5524;718425;98235 A1;PA SD AC M6X1X20;CISER FIXADORES AUTOMOTIVOS SA;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;0,006;KG;3,53
5525;718424;98234 A1;PA SD AC M6X1X15;CISER FIXADORES AUTOMOTIVOS SA;DECAPAR E OLEAR - RM;RM - DECAPAR;0,005;KG;1,19
5526;52233383;52233383;SEM DESCRIÇÃO;JOALMI IND E COM LTDA;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I; -   ;UN;0
5527;718426;98236A1;PA SD3PJOB AP 8.8 M8X1,25X22;CISER FIXADORES AUTOMOTIVOS SA;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;0,0105;KG;3,09
5528;718439;98233 A1;PISD3PJOB PT PI 9,95X30;CISER FIXADORES AUTOMOTIVOS SA;DECAPAR E OLEAR - RM;RM - DECAPAR;0,024;KG;1,19
5529;52233384;52233384;SEM DESCRIÇÃO;JOALMI IND E COM LTDA;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I; -   ;UN;1,35
5530;PA000617;PA000617;MOLA 04-02-178-0654C;MERCOMOLAS INDUSTRIA DE MOLAS EIRELI;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;0,013;CT;0
5531;25183996;25183996;SUPORTE REENVIO;IOCHPE MAXION S/A;DECAPAR/OLEAR - FOSFATO;FOSFATO;0,356;PC;0,9
5532;PF0P67116-TSU1;SER00281;M8-1,25-6GX22 CIL;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN INCOLOR TRIVALENTE + DSH + SELANTE - RA1;ROTATIVO I;11,6;KG;42,88
5533;PF0P47151-TSU1;SER00281;M6-1,0X16,0 SX;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN NIQUEL INCOLOR + SELANTE + TORQUE - RA2;ROTATIVO II;7,9;KG;59,88
5534;718486;98238 A1;PI SD IND PL AC 8.8 M6X1,0X20;CISER FIXADORES AUTOMOTIVOS SA;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;0,003;KG;3,52
5535;50424663310;50424663310;TUBO DOBRADICA LE;IOCHPE MAXION S/A;ZN INCOLOR TRIVALENTE - EA1;ESTACIONARIO I;1,261;PC;0
5536;50424673310;50424673310;TUBO DOBRADICA LD;IOCHPE MAXION S/A;ZN INCOLOR TRIVALENTE - EA1;ESTACIONARIO I;1,261;PC;0
5537;PF0P47188-TSU1;SER00281;M8-1,25X22 CIL SD;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;DECAPAR E OLEAR + CENTRIFUGAÇÃO - RM;RM - DECAPAR;12,3;KG;15,92
5538;PF0P47187-TSU1;SER00281;M8-1,25X22 CIL SD;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;12,3;KG;37,66
5539;PF0P47189-TSU1;SER00281;M8-1,25X30 CIL SD;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;14,8;KG;45,31
5540;PF0P47192-TSU1;SER00281;M8-1,25X20 CIL SD PT PIL;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;DECAPAR E OLEAR + CENTRIFUGAÇÃO - RM;RM - DECAPAR;12,3;KG;15,92
5541;PF0P67120-TSU1;;M8-1,25-6GX32 SX FL DR 10.9;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN INCOLOR TRIVALENTE + DSH + SELANTE - RA1;ROTATIVO I;18,2;KG;67,27
5543;PF0P47190-TSU1;SER00281;M6-1,0X20,0 PT PIL CIL SD;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;DECAPAR E OLEAR + CENTRIFUGAÇÃO - RM;RM - DECAPAR;5,4;KG;6,99
5544;60000000;60000000;SEM DESCRIÇÃO;RITZ  FERRAMENTAS LTDA;PRATEAGEM - RM;RM - PRATA; -   ;PC;0
5545;PF0P47182-TSU1;SER00281;M5-0,80X12,0 CIL SD;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;DECAPAR E OLEAR + CENTRIFUGAÇÃO - RM;RM - DECAPAR;4,1;KG;5,31
5546;PF0P47183-TSU1;SER00281;M5-0,80X20,0 CIL SD;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;DECAPAR E OLEAR + CENTRIFUGAÇÃO - RM;RM - DECAPAR;5,2;KG;6,73
5547;PF0P47191-TSU1;SER00281;M6-1,0X18 CIL SOLDA;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;COBREAGEM - RM;RM - COBRE;3,3;KG;19,51
5549;401.201.000.039A;401.201.000.039Z;TAMPAO D20 ESTAMPADO;NEO STEEL S.A;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;0,0043;PC;0,06
5550;401.201.000.040A;401.201.000.040Z;SEM DESCRIÇÃO;NEO STEEL S.A;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;0,0123;PC;0,19
5551;50040782915;50040782915;PINO;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;0,0039;PC;0,02
5552;57301460;57301460;SUPORTE FIX LATERAL LD;IOCHPE MAXION S/A;DECAPAR/OLEAR - FOSFATO;FOSFATO;0,059;PC;0,3
5553;57301461;57301461;SUPORTE FIXO LATERAL PAINEL;IOCHPE MAXION S/A;DECAPAR/OLEAR - FOSFATO;FOSFATO;0,059;PC;0,3
5554;PF0P63723-TSU1;SER000281;M12-1,50(6G)X65 SX FL;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;FOSFATO DE ZINCO OLEADO;FOSFATO;74;KG;0
5555;PA000660;PA000660;MOLA 140104021 VA-4670 KPA044;MERCOMOLAS INDUSTRIA DE MOLAS EIRELI;ZN INCOLOR TRIVALENTE - EA1;ESTACIONARIO I;0,055;PC;0
5556;5Z0201515;5Z0201515;BRACADEIRA -CJ.CPL;* AETHRA SISTEMAS AUTOMOTIVOS S.A.;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;0,074;PC;1,15
5557;PF0P47194-TSU1;SER000281;M5-0,8X12 PARAFUSO SOLDA;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;COBREAGEM - RM;RM - COBRE;1,55;KG;9,16
5558;566B760P17;566B760P17F;CRADLE;ABB ELETRIFICACAO LTDA;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;0,0205;KG;6,97
5559;794A711P1;794A711P1F;SEM DESCRIÇÃO;ABB ELETRIFICACAO LTDA;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;0,042;KG;9,48
5560;0368.R12010000;0368.R12010000;SEM DESCRIÇÃO;NUTEP SA INDUSTRIA METALURGICA;ZN FERRO PRETO + SELANTE - RA2;ROTATIVO II; -   ;KG;7,44
5561;50042371312;50042371312;SEM DESCRIÇÃO;IOCHPE MAXION S/A;ZN NIQUEL PRETO + SELANTE - RA2;ROTATIVO II;0,0037;PC;0,05
5562;57301035;57301035;SEM DESCRIÇÃO;IOCHPE MAXION S/A;DECAPAR E OLEAR - RM;FOSFATO;0,028;PC;0,15
5563;57301026;57301026;SUPORTE ARTIC.PROT.DR ESTAMPADO;IOCHPE MAXION S/A;DECAPAR E OLEAR - RM;FOSFATO;0,157;PC;1,05
5564;50042471312;50042471312;ARRUELA 17X8,4X1,6 R40;IOCHPE MAXION S/A;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;0,004;PC;0
5565;192A9014P1;192A9014P1F;SEM DESCRIÇÃO;ABB ELETRIFICACAO LTDA;ESTANHO AÇO - RM;RM - ESTANHO;0,005;KG;7,73
5566;10055123P1;10055123P1;SEM DESCRIÇÃO;ABB ELETRIFICACAO LTDA;ESTANHO COBRE - RM;RM - COBRE; -   ;KG;8,77
5567;PA000744;PA000744;MOLA01-017-560-001A;MERCOMOLAS INDUSTRIA DE MOLAS EIRELI;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;0,002;CT;0
